,DienTich,DiaChi,City,District,MucGia,MatTien,DuongVao,PhapLy,Lat,Long,Ward
9672,144.0,"Đường Phan Văn Trị, Phường 12, Bình Thạnh, Hồ Chí Minh",79,765,23500000000.0,8.0,,,10.8122477,106.6952449,26917
9673,426.0,"Đường Tam Thôn Hiệp, Xã Tam Thôn Hiệp, Cần Giờ, Hồ Chí Minh",79,787,7668000000.0,,,1,10.5830361,106.888644,27670
9674,110.0,"Đường Ba Sa, Xã Phước Hiệp, Củ Chi, Hồ Chí Minh",79,783,850000000.0,5.0,12.0,1,11.0038776,106.4484539,27529
9675,150.0,"Xã Tam Thôn Hiệp, Cần Giờ, Hồ Chí Minh",79,787,2550000000.0,6.0,,1,,,27670
9676,1872.0,"Xã Tam Thôn Hiệp, Cần Giờ, Hồ Chí Minh",79,787,8424000000.0,20.6,,1,10.5896107708371,106.866261571367,27670
9677,265.0,"Xã An Thới Đông, Cần Giờ, Hồ Chí Minh",79,787,1669500000.0,5.0,,1,10.5675689609116,106.821835598684,27673
9678,126.0,"Đường Ven Biển, Xã Lộc An, Đất Đỏ, Bà Rịa Vũng Tàu",77,753,1800000000.0,7.0,10.0,1,10.4704495,107.4143147,26701
9679,240.0,"Xã Tam Thôn Hiệp, Cần Giờ, Hồ Chí Minh",79,787,2100000000.0,,,1,10.5896107708371,106.866261571367,27670
9680,9616.0,"Đường Phạm Văn Sáng, Xã Xuân Thới Thượng, Hóc Môn, Hồ Chí Minh",79,784,91352000000.0,61.0,16.0,0,10.8426274,106.5814704,27589
9681,230.0,"Đường Mẹ Thứ, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",48,495,9000000000.0,,,,15.9999118,108.2149491,20314
9682,1530.0,"Xã Lý Nhơn, Cần Giờ, Hồ Chí Minh",79,787,1350000000.0,,,1,10.4935378441917,106.810253164724,27682
9683,2650.0,"Đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, Hóc Môn, Hồ Chí Minh",79,784,39750000000.0,33.0,16.0,1,10.8691222,106.5600412,27577
9684,16348.0,"Đường Quốc Lộ 22, Xã Tân Hiệp, Hóc Môn, Hồ Chí Minh",79,784,130784000000.0,100.0,60.0,,10.8985916,106.576845,27562
9685,3900.0,"Xã Xuân Thới Thượng, Hóc Môn, Hồ Chí Minh",79,784,16770000000.0,,,,10.8535241728445,106.580800595919,27589
9686,89.0,"Đường Ngô Gia Tự, Phường Đức Giang, Long Biên, Hà Nội",1,4,,4.0,6.0,1,21.0657541,105.8981395,124
9687,6854.8,"Đường Xuân Thới Thượng 4, Xã Xuân Thới Thượng, Hóc Môn, Hồ Chí Minh",79,784,37701400000.0,72.0,12.0,,10.8591068,106.5715012,27589
9688,205.0,"Đường An Bình, Phường 3, Đà Lạt, Lâm Đồng",68,672,8600000000.0,11.0,4.0,1,11.9257374,108.4369842,24802
9689,71.0,"Đường Kim Hoàng, Xã Vân Canh, Hoài Đức, Hà Nội",1,274,5500000000.0,4.0,5.0,1,21.030399369684,105.732218188185,9862
9690,1753.8,"Đường Bờ Kênh, Xã Xuân Thới Thượng, Hóc Môn, Hồ Chí Minh",79,784,24000000000.0,24.0,12.0,1,10.8565784,106.5642998,27589
9691,48.9,"Xã Hiền Ninh, Sóc Sơn, Hà Nội",1,16,,4.0,6.0,1,21.2479462050534,105.791123330727,412
9692,60.0,"Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội",1,3,19000000000.0,8.0,20.0,1,21.0427171,105.8241613,112
9693,1267.0,"Đường Ven Biển, Xã Lộc An, Đất Đỏ, Bà Rịa Vũng Tàu",77,753,5500000000.0,43.0,12.0,1,10.4704495,107.4143147,26701
9694,2400.0,"Xã Xuân Thới Thượng, Hóc Môn, Hồ Chí Minh",79,784,7920000000.0,,,,10.8535241728445,106.580800595919,27589
9695,220.0,"Đường Vĩnh Phú 10, Phường Vĩnh Phú, Thuận An, Bình Dương",74,725,5500000000.0,,,1,10.8720004,106.7089425,25990
9696,6600.0,"Đường Phan Văn Hớn, Xã Xuân Thới Thượng, Hóc Môn, Hồ Chí Minh",79,784,165000000000.0,60.0,16.0,,10.8481494,106.5867577,27589
9697,2896.0,"Đường 44B, Thị trấn Phước Hải, Đất Đỏ, Bà Rịa Vũng Tàu",77,753,14000000000.0,76.0,5.0,1,10.4364739649392,107.267628477705,26692
9698,32.6,"Phường Giang Biên, Long Biên, Hà Nội",1,4,1550000000.0,4.6,2.5,1,21.0677061013127,105.913988956604,121
9699,7600.0,"Đường Lê Duẩn, Thị trấn Đất Đỏ, Đất Đỏ, Bà Rịa Vũng Tàu",77,753,18000000000.0,,8.0,1,10.4878601551904,107.279221804558,26680
9700,1815.2,"Đường Trương Thị Như, Xã Xuân Thới Sơn, Hóc Môn, Hồ Chí Minh",79,784,39000000000.0,32.01,16.0,1,10.8693284,106.5753105,27577
9701,98.0,"Xã Tân Bình, Tân Trụ, Long An",80,805,530000000.0,,,1,,,28078
9702,162.0,"Xã Long Mỹ, Đất Đỏ, Bà Rịa Vũng Tàu",77,753,1550000000.0,7.0,15.0,1,21.0163377,105.7840464,26689
9703,206.7,"Đường Phạm Văn Sáng, Xã Xuân Thới Thượng, Hóc Môn, Hồ Chí Minh",79,784,8000000000.0,12.0,16.0,1,10.8426274,106.5814704,27589
9704,183.0,"Xã Thụy Hương, Chương Mỹ, Hà Nội",1,277,5673000000.0,10.5,5.0,1,20.9084247919335,105.71487759909,10057
9705,1129.9,"Đường Trương Thị Như, Xã Xuân Thới Sơn, Hóc Môn, Hồ Chí Minh",79,784,22500000000.0,33.0,16.0,1,10.8693284,106.5753105,27577
9706,782.0,"Số 3, Đường Công Xã Paris, Phường Bến Nghé, Quận 1, Hồ Chí Minh",79,760,1000000000000.0,18.0,26.0,1,10.7795909,106.6995379,
9707,212.0,"Đường An Dương, Phường Yên Phụ, Tây Hồ, Hà Nội",1,3,29430000000.0,7.0,7.0,1,21.0537195,105.840061,106
9708,230.0,"Đường Phạm Viết Chánh, Phường Hòa Thọ Đông, Cẩm Lệ, Đà Nẵng",48,495,7200000000.0,11.0,7.5,,16.0153598,108.1963668,20312
9709,1088.0,"Đường Hương lộ 62, Xã Diên Tân, Diên Khánh, Khánh Hòa",56,574,599000000.0,,6.0,,12.2448618,108.9847222,22681
9710,45.0,"Xã Tân Hưng, Sóc Sơn, Hà Nội",1,16,,4.03,5.0,1,21.2989501641363,105.89993191121,394
9711,100.0,"Đường Văn Tiến Dũng, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",48,495,,,10.5,1,15.9846747,108.2139598,20314
9712,430.0,"Đường B5, Xã Cư Ebur, Buôn Ma Thuột, Đắk Lắk",66,643,1480000000.0,10.0,,1,12.6961313,108.0311496,24160
9713,3536.0,"Đường ĐT 719, Xã Tân Thành, Hàm Thuận Nam, Bình Thuận",60,598,6718400000.0,90.0,5.0,,10.745435,108.0151045,23146
9714,225.0,"Đường 1, Xã Suối Hiệp, Diên Khánh, Khánh Hòa",56,574,1450000000.0,9.0,,1,12.2197417,109.0822179,22702
9715,2400.0,"Đường Quốc lộ 1A, Xã Hưng Thịnh, Trảng Bom, Đồng Nai",75,737,6500000000.0,,,1,10.9414521,107.0811989,26287
9716,1000.0,"Đường 716B, Xã Phan Rí Thành, Bắc Bình, Bình Thuận",60,596,150000000.0,,,1,11.191063,108.5344435,23050
9717,656.0,"Đường Lạc Long Quân, Xã Tiến Thành, Phan Thiết, Bình Thuận",60,593,9500000000.0,10.0,15.0,,10.8353292,108.0379885,22966
9718,64.5,"Xã Hiền Ninh, Sóc Sơn, Hà Nội",1,16,1128750000.0,4.0,3.5,1,21.2479462050534,105.791123330727,412
9719,129.5,"Đường Số 8, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",79,777,8400000000.0,7.0,,,10.7492784,106.6179256,27451
9720,214.0,"Đường Hồng Bàng, Phường Sở Dầu, Hồng Bàng, Hải Phòng",31,303,13268000000.0,,15.0,1,20.8639263,106.6564501,11302
9721,1054.0,"Đường 715, Xã Thiện Nghiệp, Phan Thiết, Bình Thuận",60,593,1350000000.0,,4.0,,10.9959299,108.2534437,22957
9722,64.0,"Đường Phạm Văn Đồng, Phường Vĩnh Hòa, Nha Trang, Khánh Hòa",56,568,2550000000.0,4.0,5.0,1,12.2973681,109.2188149,22327
9723,150.0,"Đường An Thượng 39, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",48,494,,10.0,10.0,1,16.0507073,108.2441582,20284
9724,113.5,"Đường Hoàng Như Tiếp, Phường Bồ Đề, Long Biên, Hà Nội",1,4,13600000000.0,5.4,2.3,1,21.0405457,105.8776409,139
9725,45.0,"Xã An Khánh, Hoài Đức, Hà Nội",1,274,5085000000.0,3.4,11.0,1,,,9877
9726,100.0,"Đường Nguyễn Tất Thành, Phường Long Tâm, Bà Rịa, Bà Rịa Vũng Tàu",77,748,2200000000.0,,,1,10.5028131,107.1807284,26558
9727,96.7,"Đường 179, Xã Tân Tiến, Văn Giang, Hưng Yên",33,326,2224100000.0,5.0,3.5,1,20.9523397,105.944468,12043
9728,176.8,"Đường An Định, Xã Diên Phước, Diên Khánh, Khánh Hòa",56,574,1290000000.0,7.0,4.0,1,12.2552180778435,109.051644787866,22675
9729,77.0,"Đường Dương Đình Nghệ, Phường  An Hải Bắc, Sơn Trà, Đà Nẵng",48,493,6800000000.0,5.6,5.5,1,16.0689254,108.237559,20272
9730,100.0,"Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",79,761,7700000000.0,,,1,10.8249518656746,106.615104583839,26791
9731,71.6,"Đường Đức Diễn, Phường Phúc Diễn, Bắc Từ Liêm, Hà Nội",1,21,14200000000.0,4.0,11.0,1,21.0506718,105.7541526,620
9732,215.0,"Đường Nguyễn Khuyến, Phường Văn Quán, Hà Đông, Hà Nội",1,268,25900000000.0,15.0,12.0,1,20.9750214,105.7894769,9542
9733,80.0,"Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Hồ Chí Minh",79,778,7350000000.0,10.0,10.0,1,10.7142063,106.7370096,27484
9734,3850.0,"Đường Dương Vạn Hạnh, Xã Lý Nhơn, Cần Giờ, Hồ Chí Minh",79,787,19250000000.0,34.0,12.0,1,10.532855,106.766092,27682
9735,10000.0,"Xã Lý Nhơn, Cần Giờ, Hồ Chí Minh",79,787,13900000000.0,50.0,6.0,1,,,27682
9736,95.0,"Đường Quốc lộ 45, Thị trấn Rừng Thông, Đông Sơn, Thanh Hóa.",38,405,1045000000.0,,,1,19.8196744,105.7335561,16378
9737,5200.0,"Đường Dương Vạn Hạnh, Xã Lý Nhơn, Cần Giờ, Hồ Chí Minh",79,787,24960000000.0,42.0,12.0,1,10.532855,106.766092,27682
9738,53.0,"Xã Đa Tốn, Gia Lâm, Hà Nội",1,18,3500000000.0,4.0,4.0,1,20.9883900892356,105.932503284389,577
9739,337.0,"Đường Mỹ Lộc - Phước Hậu, Xã Mỹ Lộc, Cần Giuộc, Long An",80,807,2190500000.0,6.2,5.0,1,10.6127692823898,106.636206331092,28177
9740,90.0,"Đường Mỹ An 2, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",48,494,5750000000.0,5.0,5.5,1,16.0493509,108.2361951,20284
9741,83.0,"Phường Võ Cường, Bắc Ninh, Bắc Ninh",27,256,6000000000.0,4.5,,1,21.1624168595696,106.05373193046,9190
9742,120.0,"Đường EC, Phường Hùng Thắng, Hạ Long, Quảng Ninh",22,193,5400000000.0,5.5,10.0,1,20.9576774,107.0007987,6679
9743,9850.0,"Đường Vành Đai 3, Xã Bình Mỹ, Củ Chi, Hồ Chí Minh",79,783,75000000000.0,75.0,86.0,1,10.9574184,106.6855986,27550
9744,97.0,"Đường Tô Ký, Xã Tân Xuân, Hóc Môn, Hồ Chí Minh",79,784,126100000000.0,10.0,10.0,1,10.8754509,106.6115105,27580
9745,143.0,"Phường Tân An, Quảng Yên, Quảng Ninh",22,206,3432000000.0,5.0,24.0,1,20.9288150273036,106.865842169096,7159
9746,72.0,"Đường Hoàng Văn Thụ, Xã Dĩnh Kế, Bắc Giang, Bắc Giang",24,213,,,,,21.274312,106.204961,7231
9747,73.4,"Phường Việt Hưng, Hạ Long, Quảng Ninh",22,193,650000000.0,,4.0,1,20.9986308294807,106.958538782579,6703
9748,200.0,"Đường EC, Phường Hùng Thắng, Hạ Long, Quảng Ninh",22,193,6200000000.0,8.5,12.0,1,20.9576774,107.0007987,6679
9749,283.0,"Đường 57, Xã Tân Phú Trung, Củ Chi, Hồ Chí Minh",79,783,5600000000.0,8.6,12.0,1,10.931608127736,106.55427955517,27553
9750,170.0,"Đường Võ Văn Kiệt, Xã Quang Tiến, Sóc Sơn, Hà Nội",1,16,3570000000.0,7.0,6.0,1,21.1967034,105.7805192,409
9751,255.5,"Phường Hà An, Quảng Yên, Quảng Ninh",22,206,2100000000.0,10.0,7.5,1,20.9113008198422,106.858616454932,7168
9752,136.0,"Đường Nguyễn Đình Hiến, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",48,494,3550000000.0,5.0,7.5,1,15.9797019,108.2487496,20290
9753,140.0,"Xã Thành Mỹ, Huyện Thạch Thành, Thanh Hóa",38,391,195000000.0,,5.0,1,20.2755081116862,105.563720085586,15223
9754,96.0,"Thị trấn Chúc Sơn, Chương Mỹ, Hà Nội",1,277,,5.0,7.0,1,,,10015
9755,456.0,"Đường Tỉnh lộ 269B, Thị trấn Hương Sơn, Phú Bình, Thái Nguyên",19,173,1250000000.0,7.5,6.0,1,21.4689551886471,105.982659921731,5908
9756,7000.0,"Đường Nguyễn Hữu Thọ, Phường Khuê Trung, Cẩm Lệ, Đà Nẵng",48,495,,,,1,16.030426,108.2087681,20260
9757,47500.0,"Đường Phú Thuận, Xã Phú Mỹ Hưng, Củ Chi, Hồ Chí Minh",79,783,99000000000.0,158.0,12.0,1,11.1057786624855,106.453725533252,27499
9758,150.0,"Đường Hồ Văn Cống, Phường Tương Bình Hiệp, Thủ Dầu Một, Bình Dương",74,718,2100000000.0,,,1,11.012234,106.6325994,25771
9759,90.0,"Đường Hồ Tùng Mậu, Phường Mai Dịch, Cầu Giấy, Hà Nội.",1,5,27000000000.0,6.9,8.0,1,21.0379862,105.7737345,163
9760,130.0,"Đường Trần Duy Chiến, Phường Mân Thái, Sơn Trà, Đà Nẵng",48,493,8500000000.0,5.0,10.5,1,16.0889980205338,108.2415046531,20269
9761,105.0,"Thị trấn Thứa, Lương Tài, Bắc Ninh",27,264,1750000000.0,4.5,,,,,9496
9762,227.5,"Đường Hoàng Bật Đạt, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",48,494,6500000000.0,8.0,7.5,1,15.9809004,108.2548193,20290
9763,900.0,"Thị trấn Thứa, Lương Tài, Bắc Ninh",27,264,3150000000.0,50.0,4.0,,21.0228202937259,106.207146784799,9496
9764,54.0,"Đường Hùng Vương, Phường Sở Dầu, Hồng Bàng, Hải Phòng",31,303,3020000000.0,4.5,12.0,1,20.8713853801529,106.658336028589,11302
9765,100.0,"Đường Mai Đăng Chơn, Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng",48,494,1680000000.0,5.0,4.0,1,15.9834282,108.2377446,20287
9766,66.0,"Xã Phụng Công, Văn Giang, Hưng Yên",33,326,2508000000.0,,5.0,,20.9518106519254,105.926199765072,12028
9767,81.0,"Xã Tân Dân, Khoái Châu, Hưng Yên",33,330,900000000.0,5.0,3.5,1,20.8654852497008,105.965113764108,12223
9768,99.5,"Đan Kim, Xã Liên Nghĩa, Văn Giang, Hưng Yên",33,326,2935250000.0,5.2,4.5,1,,,12040
9769,78.3,"Xã Lại Thượng, Thạch Thất, Hà Nội",1,276,750000000.0,,,1,21.068520573028,105.546080457158,9964
9770,400.5,"Đường Lê Quý Đôn, Phường Bạch Đằng, Hai Bà Trưng, Hà Nội",1,7,268000000000.0,15.0,,1,21.0133066,105.8619939,244
9771,450.0,"Đường Nguyễn Văn Ràng, Xã Phước Lộc, Nhà Bè, Hồ Chí Minh",79,786,9900000000.0,,,1,10.6982615948011,106.685851732157,27649
9772,35.0,"Đường Làng Nha, Phường Long Biên, Long Biên, Hà Nội",1,4,3000000000.0,5.43,2.0,1,21.0269901,105.8990103,145
9773,60.0,"Xã Tiên Dương, Đông Anh, Hà Nội",1,17,5250000000.0,4.6,7.0,1,21.146099907461,105.830979225352,472
9774,62.0,"đường Đông Hội, Xã Đông Hội, Đông Anh, Hà Nội",1,17,3400000000.0,3.3,,1,21.0805283,105.8735638,523
9775,136.0,"Phố Liễu Giai, Phường Liễu Giai, Ba Đình, Hà Nội",1,1,34500000000.0,8.0,4.0,1,21.0339173,105.8133757,8
9776,96.0,"Đường Đặng Thùy Trâm, Phường 13, Bình Thạnh, Hồ Chí Minh",79,765,10500000000.0,,12.0,1,10.8299749,106.7026103,26905
9777,200.0,"Đường Quốc lộ 26B, Xã Ninh Thọ, Ninh Hòa, Khánh Hòa",56,572,,10.0,20.0,1,12.4947184,109.124661,22546
9778,64.8,"Đường Đằng Hải, Phường  Đằng Hải, Hải An, Hải Phòng",31,306,3434400000.0,4.8,,1,20.8368987,106.7222457,11416
9779,100.0,"Đường 5, Xã Hòa Liên, Hòa Vang, Đà Nẵng",48,497,1550000000.0,5.0,,1,16.0963618,108.095683,20296
9780,326.0,"Thôn Gò Đình Muôn, Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",1,271,840000000.0,7.0,10.0,1,21.0254572224733,105.326032540751,9712
9781,60.0,"Xã An Thượng, Hoài Đức, Hà Nội",1,274,,4.0,,1,20.9931526846901,105.697367669684,9880
9782,4808.0,"Đường 445, Xã Thịnh Minh, Hòa Bình, Hòa Bình",17,148,3500000000.0,9.0,10.0,1,20.9917835309381,105.36466170059,4897
9783,145.0,"Đường Vườn Lài, Phường An Phú Đông, Quận 12, Hồ Chí Minh",79,761,7200000000.0,5.0,10.0,1,10.8490527,106.6929759,26779
9784,82.5,"Đường Cổ Dương, Xã Tiên Dương, Đông Anh, Hà Nội",1,17,,5.5,,1,21.1522736,105.8296962,472
9785,1300.0,"Đường Quốc Lộ 43, Thị trấn Nông trường Mộc Châu, Mộc Châu, Sơn La",14,123,8000000000.0,70.0,3.5,1,20.8979980245421,104.680107523667,
9786,820.0,"Đường Vườn Lài, Phường An Phú Đông, Quận 12, Hồ Chí Minh",79,761,22900000000.0,,7.0,1,10.8587466507402,106.692375085181,26779
9787,185.0,"Đường N2, Xã Hòa Khánh Tây, Đức Hòa, Long An",80,802,950000000.0,5.0,,1,10.885465,106.3965481,27970
9788,200.0,"Xã Cẩm Kim, Hội An, Quảng Nam",49,503,678000000.0,10.0,4.0,1,,,20425
9789,100.0,"Đường Đa Tốn, Xã Đa Tốn, Gia Lâm, Hà Nội",1,18,4250000000.0,6.0,4.0,1,20.9792476,105.9413471,577
9790,40.0,"Xã Dương Liễu, Hoài Đức, Hà Nội",1,274,,4.0,,1,,,9841
9791,55.0,"Đường An Dương Vương, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",1,21,4830000000.0,3.5,2.0,1,21.090308,105.7910665,601
9792,78.3,"Xã Dương Quan, Thủy Nguyên, Hải Phòng",31,311,1250000000.0,4.0,,0,20.8912583620099,106.693312225333,11578
9793,40.3,"Phố Kẻ Tạnh, Phường Giang Biên, Long Biên, Hà Nội",1,4,,,,1,21.0674567,105.9200531,121
9794,724.0,"Phường Tuần Châu, Hạ Long, Quảng Ninh",22,193,,24.0,15.0,1,20.9316732418823,106.989138220129,6700
9795,152.0,"Đường 351, Xã Quốc Tuấn, An Dương, Hải Phòng",31,312,2280000000.0,6.0,7.0,1,20.8542113,106.616376,11620
9796,266.0,"Xã Thạnh Phú, Vĩnh Cửu, Đồng Nai",75,735,,10.0,6.0,1,,,26188
9797,150.0,"Đường Phạm Cự Lượng, Phường An Hải Đông, Sơn Trà, Đà Nẵng",48,493,,,,1,16.0603014,108.2362951,20281
9798,139.9,"Đường Nguyễn Chí Thanh, Thị trấn Long Hải, Long Điền, Bà Rịa Vũng Tàu",77,752,5600000000.0,6.0,40.0,,10.395902,107.2370874,26662
9799,160.0,"Đường Vườn Lài, Phường An Phú Đông, Quận 12, Hồ Chí Minh",79,761,8400000000.0,,12.0,1,10.8490527,106.6929759,26779
9800,231.0,"Đường Quốc Lộ 55, Xã Bưng Riềng, Xuyên Mộc, Bà Rịa Vũng Tàu",77,751,2000000000.0,,,1,10.5523921,107.4910249,26653
9801,80.0,"Đường Ngô Gia Tự, Phường Đức Giang, Long Biên, Hà Nội",1,4,6100000000.0,,,1,21.0657541,105.8981395,124
9802,204.0,"Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, Hồ Chí Minh",79,769,36720000000.0,8.5,10.0,1,10.8084967,106.7330132,27088
9803,85.3,"Phố Lương Định Của, Xã Vĩnh Thạnh, Nha Trang, Khánh Hòa",56,568,1320000000.0,,8.0,1,12.2674272,109.1554305,22393
9804,500.0,"Đường Tôn Thất Thuyết, Thị trấn Phước Hải, Đất Đỏ, Bà Rịa Vũng Tàu",77,753,3500000000.0,10.0,,1,10.4185816112021,107.277851632687,26692
9805,50.0,"Phường Dương Nội, Hà Đông, Hà Nội",1,268,8300000000.000001,5.0,,,20.9817934347827,105.746279519069,9886
9806,357.7,"Đường ĐT 743, Phường An Phú, Thuận An, Bình Dương",74,725,12000000000.0,10.3,60.0,1,10.947979,106.742176,25975
9807,220.2,"Vườn Nhãn, Tân Phước Đông, Xã Vạn Phước, Huyện Vạn Ninh, Khánh Hòa",56,571,1651500000.0,14.2,5.0,1,12.7776390337549,109.327985256679,22495
9808,245.0,"Đường Quốc lộ 14, Xã Tân Thành, Đồng Xoài, Bình Phước",70,689,630000000.0,32.0,32.0,1,11.515182,106.8061478,25207
9809,45.0,"Đường Mai Hiên, Xã Mai Lâm, Đông Anh, Hà Nội",1,17,2150000000.0,4.5,3.0,1,21.0856844,105.8884835,520
9810,65.2,"Xã Đông La, Hoài Đức, Hà Nội",1,274,5868000000.0,,,,20.9689884221188,105.724194242558,9892
9811,40.0,"Đường Tỉnh lộ 417, Xã Trung Châu, Đan Phượng, Hà Nội",1,273,850000000.0,5.14,4.0,1,21.1334209206513,105.650402321919,9787
9812,276.3,"Tân Dân 2, Xã Vạn Thắng, Vạn Ninh, Khánh Hòa",56,571,1450000000.0,6.72,4.0,1,12.7253413298796,109.255177699507,22516
9813,150.0,"Xã Phước Hội, Đất Đỏ, Bà Rịa Vũng Tàu",77,753,1300000000.0,6.0,16.0,1,10.466247744185,107.298583961958,26686
9814,130.0,"Đường Lê Trọng Tấn, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",79,777,,4.6,5.0,1,10.8159855,106.6019505,27436
9815,382.0,"Thôn Tân Dân 2, Xã Vạn Thắng, Vạn Ninh, Khánh Hòa",56,571,1848880000.0,10.0,4.0,1,12.7142897261833,109.260198794783,22516
9816,61.0,"Đường 32, Xã Phụng Thượng, Phúc Thọ, Hà Nội",1,272,730000000.0,7.57,3.0,1,21.094126124873,105.583195260124,9769
9817,50.0,"Phường Dương Nội, Hà Đông, Hà Nội",1,268,9800000000.0,4.7,,,20.9817934347827,105.746279519069,9886
9818,100.0,"Đường Số 18, Xã Phong Phú, Bình Chánh, Hồ Chí Minh",79,785,5800000000.0,,,1,10.7246429,106.6488422,27622
9819,3171.0,"Đường Hồ Chí Minh, Xã Trần Phú, Chương Mỹ, Hà Nội",1,277,3170000000.0,,,1,20.8331155,105.6705801,10099
9820,100.0,"Đường Lương Khắc Ninh, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",48,495,2650000000.0,5.0,7.5,1,16.0019983,108.2199588,20314
9821,120.0,"Xã Đông Minh, Đông Sơn, Thanh Hóa.",38,405,780000000.0,,,1,19.8128027303806,105.695828089749,16399
9822,427.0,"Đường Trần Hưng Đạo, Phường Đông Hòa, Dĩ An, Bình Dương",74,724,11000000000.0,15.0,5.0,1,10.9004485,106.7775952,25957
9823,219.8,"Đường Cây Điệp, Phường Tân Đông Hiệp, Dĩ An, Bình Dương",74,724,4380000000.0,,,1,10.916089,106.7685049,25948
9824,211.6,"Đường Lê Thị Trung, Phường Bình Chuẩn, Thuận An, Bình Dương",74,725,6800000000.0,5.16,22.0,1,10.9734555,106.7237301,25969
9825,618.0,"Đường Phan Châu Trinh, Phường  Hải Châu I, Hải Châu, Đà Nẵng",48,492,90000000000.0,17.0,10.5,1,16.0682048,108.220313,20236
9826,40.0,"Đường Tỉnh 82, Xã Võng Xuyên, Phúc Thọ, Hà Nội",1,272,450000000.0,5.05,3.0,1,21.1328532127806,105.556799893762,9739
9827,100.0,"Đường Kiều Phụng, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",48,495,2570000000.0,5.0,6.0,1,15.984552,108.2118314,20314
9828,60.0,"Đường Kim Âu, Xã Đặng Xá, Gia Lâm, Hà Nội",1,18,3990000000.0,6.3,4.0,,21.0235065,105.9593388,556
9829,150.0,"Đường Xuân Thới Sơn 26, Xã Xuân Thới Sơn, Hóc Môn, Hồ Chí Minh",79,784,3150000000.0,,10.0,1,10.878966311659,106.580346894659,27577
9830,111.0,"Đường Hồ Nghinh, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",48,493,18900000000.0,5.3,,1,16.0726239,108.2430032,20275
9831,190.0,"Đường Võ Nguyên Giáp, Phường Thọ Quang, Sơn Trà, Đà Nẵng",48,493,28000000000.0,10.0,5.5,,16.0692409,108.2453484,20263
9832,282.0,"Đường Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Hồ Chí Minh",79,778,12500000000.0,6.0,5.0,1,10.7402653,106.7358616,27484
9833,190.0,"Đường Võ Nguyên Giáp, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",48,494,22000000000.0,7.5,33.0,1,16.0332096,108.2526787,20285
9834,66.8,"Đường 2/4, Phường Vạn Thắng, Nha Trang, Khánh Hòa",56,568,1550000000.0,5.0,3.0,1,12.2732073,109.1980686,22345
9835,1000.0,"Phường 5, Đà Lạt, Lâm Đồng",68,672,1350000000.0,15.0,6.0,1,11.9462277558114,108.388301765823,24790
9836,800.0,"Đường Nguyễn Đình Chiểu, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",48,494,,15.0,7.5,1,16.0299769,108.245962,20284
9837,115.0,"Đường Bùi Tá Hán, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",48,494,7900000000.0,5.0,26.0,1,16.0297001,108.2419573,20284
9838,315.0,"Đường Hà Bổng, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",48,493,53500000000.0,10.0,7.5,1,16.0671719,108.2443389,20275
9839,126.0,"Đường Phan Huy Chú, Phường An Hải Tây, Sơn Trà, Đà Nẵng",48,493,10500000000.0,5.0,7.5,1,16.0533076,108.233585,20278
9840,312.0,"Phố Bà Huyện Thanh Quan, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",48,494,25000000000.0,9.6,7.5,1,16.0432963,108.2442865,20284
9841,196.0,"Đường Quốc Lộ 13, Xã Lộc Phú, Lộc Ninh, Bình Phước",70,692,185000000.0,,,1,11.8492855200015,106.728283081083,25292
9842,80.0,"Đường Tú Xương, Phường Hiệp Phú, Quận 9, Hồ Chí Minh",79,763,6200000000.0,4.0,6.0,,10.8400229,106.7720387,26839
9843,200.0,"Đường Mỹ Đa Tây 8, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",48,494,9800000000.0,10.0,7.5,1,16.0323652,108.2393154,20285
9844,138.17,"Đường Dương Hiến Quyền, Phường Vĩnh Hòa, Nha Trang, Khánh Hòa",56,568,9119220000.0,6.0,7.0,1,12.2865816,109.2034311,22327
