,DienTich,DiaChi,City,District,MucGia,SoPhongNgu,SoToilet,NoiThat,Lat,Long,HuongNha,HuongBanCong,PhapLy,Ward
8715,60.0,"Dự án Masteri Water Front, Đường Quốc Lộ 5B, Xã Đa Tốn, Gia Lâm, Hà Nội",1,18,3400000000.0,2.0,2.0,3,20.993993759155273,105.95020294189453,,,1,577
8716,128.0,"Dự án Mulberry Lane, Phường Mỗ Lao, Hà Đông, Hà Nội",1,268,4700000000.0,3.0,2.0,3,20.9865188598633,105.786399841309,8,5,1,9541
8717,159.0,"Dự án Thăng Long Number One, Phường Trung Hòa, Cầu Giấy, Hà Nội",1,5,6700000000.0,4.0,3.0,2,21.00269889831543,105.79242706298828,6,7,,175
8718,70.0,"FLC Complex Phạm Hùng, 36, Đường Phạm Hùng, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",1,19,3800000000.0,2.0,2.0,2,21.028190612793,105.779197692871,8,5,1,626
8719,102.0,"Dự án Rainbow Building, Đường 19/5, Phường Văn Quán, Hà Đông, Hà Nội",1,268,5300000000.0,3.0,2.0,,20.974458694458,105.787742614746,,,1,9542
8720,150.0,"Dự án MD Complex Mỹ Đình, Đường Nguyễn Cơ Thạch, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",1,19,,4.0,3.0,1,21.029132843017578,105.76129913330078,,,1,592
8721,190.0,"Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",1,21,13000000000.0,5.0,,,21.0914440155029,105.784721374512,,,1,601
8722,72.0,"Dự án Seasons Avenue, Phường Mỗ Lao, Hà Đông, Hà Nội",1,268,4099999999.9999995,2.0,2.0,2,20.98702621459961,105.78683471679688,,,1,9541
8723,71.0,"Dự án Saigon South Residences, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",79,786,4200000000.0,2.0,2.0,2,10.704007148742676,106.71265411376953,,,1,27646
8724,78.0,"Dự án The Nine, Đường Phạm Văn Đồng, Phường Mai Dịch, Cầu Giấy, Hà Nội",1,5,6400000000.0,2.0,2.0,2,21.040441513061523,105.78071594238281,,3,1,163
8725,31.8,"Dự án Vinhomes Star City, Đường Lê Lợi, Phường Đông Hải, Thanh Hóa, Thanh Hóa.",38,380,,1.0,,2,19.80585479736328,105.79133605957031,,,1,14797
8726,110.0,"Dự án C14 - Bộ Công An, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",1,19,4500000000.0,3.0,2.0,2,20.990812301635742,105.7839126586914,,,1,637
8727,48.0,"Dự án Imperia Smart City, Đường Đại lộ Thăng Long, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",1,19,,1.0,1.0,2,20.999277114868164,105.73811340332031,7,6,,628
8728,68.0,"Dự án Hoàng Huy Grand Tower, Đường Sở Dầu, Phường Sở Dầu, Hồng Bàng, Hải Phòng",31,303,2200000000.0,2.0,2.0,2,20.868860244750977,106.65584564208984,8,5,1,11302
8729,47.0,"Dự án The Rainbow - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",79,763,2350000000.0,2.0,1.0,2,10.83700942993164,106.8389892578125,,6,1,26833
8730,96.0,"Dự án The Pride, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",1,268,3800000000.0,3.0,2.0,2,20.976024627685547,105.7615966796875,6,7,1,9551
8731,80.0,"Dự án ICON 56, Đường Bến Vân Đồn, Phường 12, Quận 4, Hồ Chí Minh",79,773,5200000000.0,2.0,2.0,2,10.7661237716675,106.702751159668,,,1,27256
8732,91.0,"Dự án RichStar, Đường Hòa Bình, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",79,767,4099999999.9999995,3.0,2.0,2,10.7723159790039,106.625511169434,,,4,27037
8733,109.0,"Dự án The Prince Residence, Đường Nguyễn Văn Trỗi, Phường 12, Phú Nhuận, Hồ Chí Minh",79,768,9190000000.0,3.0,,,10.7919921875,106.680908203125,,,1,27082
8734,82.0,"King Palace, 108, Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội",1,9,5500000000.0,2.0,2.0,,21.000292,105.81601,2,8,2,346
8735,123.0,"Lancaster Hà Nội, 20, Đường Núi Trúc, Phường Giảng Võ, Ba Đình, Hà Nội",1,1,11300000000.0,3.0,2.0,2,21.02881,105.82356,,,1,31
8736,114.0,"Dự án The Link 345-CT1, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",1,21,8500000000.0,2.0,2.0,3,21.082292556762695,105.79182434082031,2,1,,601
8737,130.0,"Golden Land, 275, Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",1,9,5600000000.0,3.0,2.0,1,20.993486,105.80691,,,,355
8738,65.0,"Phường Nam Đồng, Đống Đa, Hà Nội",1,6,2470000000.0,2.0,,,21.0149035485916,105.829720564001,,,1,208
8739,100.0,"Đường Hoàng Đạo Thành, Phường Kim Giang, Thanh Xuân, Hà Nội",1,9,,3.0,2.0,2,20.9830759,105.8126459,,,1,373
8740,99.0,"Dự án Paris Hoàng Kim, Phố Lương Định Của, Phường Bình Khánh, Quận 2, Hồ Chí Minh",79,769,6800000000.0,3.0,2.0,2,10.786391258239746,106.73182678222656,,,1,27103
8741,64.0,"Dự án Tecco Center Point, Phường Đông Hương, Thanh Hóa, Thanh Hóa.",38,380,,2.0,2.0,2,19.809301376342773,105.79568481445312,6,7,1,14794
8742,98.0,"Dự án Roman Plaza, Đường Tố Hữu, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",1,19,6000000000.0,3.0,2.0,2,20.98434066772461,105.77680969238281,6,7,1,634
8743,60.0,"Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",1,9,3450000000.0,3.0,2.0,2,21.0040864,105.8031129,,,1,343
8744,66.0,"Dự án HH2 Linh Đàm, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",1,8,2150000000.0,2.0,2.0,2,20.96433448791504,105.8272933959961,,,,337
8745,134.0,"Gia Phát Apartment, 435, Đường Lê Đức Thọ, Phường 17, Gò Vấp, Hồ Chí Minh",79,764,4500000000.0,3.0,2.0,,10.843927383422852,106.67369842529297,,,,26875
8746,140.0,"Dự án The Terra An Hưng, Phường Dương Nội, Hà Đông, Hà Nội",1,268,6500000000.0,4.0,3.0,2,20.9743461608887,105.754165649414,7,6,1,9886
8747,50.0,"Dự án Ciputra Hà Nội, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội",1,3,2550000000.0,1.0,1.0,3,21.07213592529297,105.81099700927734,,,1,91
8748,88.0,"Centana Thủ Thiêm, 36, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh",79,769,4099999999.9999995,3.0,2.0,2,10.7860374450684,106.748092651367,6,6,1,27091
8749,92.0,"Dự án Green Diamond 93 Láng Hạ, Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội",1,6,9500000000.0,3.0,2.0,,21.016826629638672,105.81522369384766,,,1,199
8750,127.0,"Dự án GoldSilk Complex, Phố Cầu Am, Phường Vạn Phúc, Hà Đông, Hà Nội",1,268,5120000000.0,3.0,3.0,2,20.9784393310547,105.772644042969,,,1,9544
8751,85.0,"Riverside Garden, 349, Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội",1,9,5200000000.0,3.0,2.0,2,20.9907,105.81428,,,1,364
8752,48.0,"Dự án The Zenpark, Đường Đông Dư, Xã Dương Xá, Gia Lâm, Hà Nội",1,18,2400000000.0,1.0,1.0,3,21.001741409301758,105.94214630126953,,,1,571
8753,78.0,"Dự án Sails Tower, Đường Cầu Bươu, Phường Kiến Hưng, Hà Đông, Hà Nội",1,268,,3.0,2.0,2,20.959997177124023,105.79855346679688,7,6,1,9565
8754,78.0,"Dự án Roman Plaza, Đường Tố Hữu, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",1,19,4200000000.0,2.0,2.0,2,20.9843406677246,105.776809692383,,,1,634
8755,112.0,"Dự án Vinaconex 7 - 34 Cầu Diễn, Đường K2, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",1,19,,3.0,2.0,,21.0338878631592,105.759628295898,,,,592
8756,88.0,"Dự án Mailand Hanoi City, Đường Đại lộ Thăng Long, Xã An Khánh, Hoài Đức, Hà Nội",1,274,,2.0,2.0,,21.015106201171875,105.72484588623047,,,1,9877
8757,75.0,"Dự án Ciputra Hà Nội, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội",1,3,3850000000.0,2.0,2.0,3,21.072135925293,105.810997009277,,,,91
8758,99.0,"Dự án New Saigon Hoàng Anh 3, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",79,786,2450000000.0,2.0,2.0,2,10.7196626663208,106.701484680176,,,1,27646
8759,94.0,"Dự án Bình Minh Garden, Đường Đức Giang, Phường Đức Giang, Long Biên, Hà Nội",1,4,4600000000.0,3.0,2.0,,21.0690975189209,105.8880386352539,8,5,,124
8760,128.0,"Dự án Riverpark Residence, Đường Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, Hồ Chí Minh",79,778,9500000000.0,3.0,2.0,1,10.72612190246582,106.7074203491211,,,,27490
8761,82.0,"Dự án KĐT Làng Quốc tế Thăng Long, Quận Cầu Giấy, Hà Nội",1,5,,2.0,2.0,3,21.04025,105.791084,,,1,
8762,100.0,"Đường Hoàng Đạo Thành, Phường Kim Giang, Thanh Xuân, Hà Nội",1,9,2800000000.0,3.0,2.0,2,20.9830759,105.8126459,,,1,373
8763,238.0,"Dự án Green House, Phường Đức Giang, Long Biên, Hà Nội",1,4,8330000000.0,4.0,3.0,0,21.07016944885254,105.9068374633789,,6,4,124
8764,136.0,"Dự án Riverpark Residence, Đường Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, Hồ Chí Minh",79,778,10800000000.0,3.0,2.0,2,10.72612190246582,106.7074203491211,,,1,27490
8765,105.0,"Dự án King Palace, Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội",1,9,6500000000.0,3.0,2.0,,21.0002918243408,105.816009521484,5,8,,346
8766,73.0,"Dreamland Bonanza, 23, Đường Duy Tân, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",1,19,5000000000.0,2.0,2.0,,21.0306091308594,105.781028747559,5,5,2,626
8767,62.0,"Dự án Bình An Plaza , Đường Đỗ Đại, Phường Quảng Thắng, Thanh Hóa, Thanh Hóa",38,380,1200000000.0,2.0,2.0,3,19.7811679840088,105.7705078125,7,6,4,14803
8768,120.0,"Dự án N04 Trần Duy Hưng, Phố Hoàng Đạo Thúy, Phường Trung Hòa, Cầu Giấy, Hà Nội",1,5,8050000000.000001,3.0,2.0,,21.0088787078857,105.800254821777,7,6,1,175
8769,86.0,"Sky Park Residence, số 3, Đường Tôn Thất Thuyết, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",1,5,7000000000.0,3.0,2.0,2,21.027246,105.78601,3,4,,167
8770,99.0,"Dự án The Wisteria, Đường 32, Xã Di Trạch, Hoài Đức, Hà Nội",1,274,4800000000.0,3.0,2.0,2,21.075103759765625,105.69818878173828,7,6,4,9844
8771,165.0,"Hinode City, 201, Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",1,7,14000000000.0,4.0,4.0,,20.9959945678711,105.861267089844,6,7,1,295
8772,82.5,"Dự án The Sang Residence, Đường Phạm Kiệt, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",48,494,3910000000.0,2.0,2.0,,16.038877487182617,108.24740600585938,,,1,20285
8773,145.0,"Dự án Mipec Riverside, Đường Long Biên 2, Phường Ngọc Lâm, Long Biên, Hà Nội",1,4,,3.0,2.0,2,21.0457458496094,105.86637878418,5,8,1,133
8774,80.0,"Dự án The Canopy Residences - Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",1,19,5300000000.0,3.0,2.0,3,21.00084686279297,105.73912048339844,7,6,4,628
8775,123.0,"Dự án C3 Lê Văn Lương (Golden Palace), Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",1,9,9000000000.0,3.0,2.0,2,21.00445556640625,105.80252838134766,7,6,1,343
8776,90.0,"Dự án Peninsula Đà Nẵng , Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",48,493,,2.0,2.0,1,16.1001110076904,108.228858947754,,,1,20266
8777,302.0,"Dự án Thống Nhất Complex, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",1,9,15000000000.0,4.0,4.0,3,20.998046875,105.80354309082031,7,6,1,355
8778,82.5,"Dự án The Sang Residence, Đường Phạm Kiệt, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",48,494,4350000000.0,2.0,2.0,2,16.0388774871826,108.247406005859,,,1,20285
8779,27.9,"Dự án Libera Nha Trang, Đường Phạm Văn Đồng, Phường Vĩnh Hòa, Nha Trang, Khánh Hòa",56,568,1110000000.0,,,2,12.297381401062012,109.2187271118164,,,4,22327
8780,65.0,"Dự án TĐC Hoàng Cầu, Phố Hoàng Cầu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",1,6,3200000000.0,2.0,1.0,0,21.0194473266602,105.821655273438,,,1,190
8781,96.5,"Dự án Tây Nam Hồ Linh Đàm, Đường Bằng A, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",1,8,4800000000.0,3.0,2.0,2,20.9626617431641,105.821266174316,6,7,1,337
8782,75.0,"Dự án Res Green Tower, Đường Thoại Ngọc Hầu, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh",79,767,3150000000.0,2.0,2.0,,10.7824239730835,106.636817932129,,,,27034
8783,189.0,"Dự án The View Riviera Point, Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",79,778,13000000000.0,4.0,3.0,2,10.735892295837402,106.73042297363281,1,8,1,27487
8784,68.0,"Dự án Chung cư Cát Tường, Đường Lý Thái Tổ, Phường Võ Cường, Bắc Ninh, Bắc Ninh",27,256,1790000000.0,2.0,2.0,2,21.168426513671875,106.05580139160156,6,7,1,9190
8785,92.58,"Dự án Swan Lake Onsen, Xã Xuân Quan, Văn Giang, Hưng Yên",33,326,,3.0,2.0,0,20.968969345092773,105.92005157470703,7,6,2,12022
8786,92.0,"Dự án Terra Rosa, Đường Nguyễn Văn Linh, Xã Phong Phú, Bình Chánh, Hồ Chí Minh",79,785,2000000000.0,2.0,2.0,,10.705985,106.64362,,,1,27622
8787,127.0,"Dự án Terra Rosa, Đường 7, Xã Phong Phú, Bình Chánh, Hồ Chí Minh",79,785,2400000000.0,3.0,2.0,,10.705985069274902,106.64362335205078,,,1,27622
8788,65.0,"Dự án Tecco Skyville, Đường Quang Lai, Xã Tứ Hiệp, Thanh Trì, Hà Nội",1,20,2200000000.0,2.0,2.0,2,20.9319801330566,105.850410461426,5,,2,658
8789,50.0,"Dự án Vinhomes Skylake, Đường Phạm Hùng, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",1,19,4500000000.0,1.0,1.0,2,21.02016830444336,105.78075408935547,7,6,1,625
8790,64.0,"Dự án Central Field Trung Kính, Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội",1,5,3600000000.0,2.0,2.0,2,21.0209789276123,105.791061401367,7,6,1,172
8791,62.0,"Dự án Azura, Đường Trần Hưng Đạo, Phường  An Hải Bắc, Sơn Trà, Đà Nẵng",48,493,,2.0,2.0,3,16.071706771850586,108.22905731201172,,,1,20272
8792,80.0,"Hoàng Thành Pearl, 55, Đường Nguyễn Văn Giáp, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",1,19,5500000000.0,2.0,2.0,2,21.0401592254639,105.76131439209,,,,592
8793,240.0,"Dự án An Gia Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",79,778,12000000000.0,4.0,4.0,2,10.712963104248,106.743263244629,,1,1,27484
8794,55.0,"Dự án Centum Wealth, Đường Phan Chu Trinh, Phường Hiệp Phú, Quận 9, Hồ Chí Minh",79,763,2190000000.0,2.0,1.0,2,10.841812133789062,106.77301025390625,3,4,4,26839
8795,80.0,"Dự án Constrexim Copac Square, 12 Đường Tôn Đản, Phường 13, Quận 4, Hồ Chí Minh",79,773,3450000000.0,2.0,2.0,,10.7623109817505,106.707725524902,,,,27259
8796,69.0,"Dự án D-Homme, Đường Hồng Bàng, Phường 6, Quận 6, Hồ Chí Minh",79,775,4700000000.0,2.0,2.0,,10.7552633285522,106.639366149902,,,,27355
8797,51.0,"Dự án D-Homme, Đường Hồng Bàng, Phường 6, Quận 6, Hồ Chí Minh",79,775,3620000000.0,1.0,1.0,3,10.7552633285522,106.639366149902,,,4,27355
8798,82.0,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",1,18,3100000000.0,3.0,2.0,0,21.00241470336914,105.964111328125,6,7,1,571
8799,88.0,"Dự án Mailand Hanoi City, Đường Đại lộ Thăng Long, Xã An Khánh, Hoài Đức, Hà Nội",1,274,3900000000.0,2.0,2.0,1,21.0151062011719,105.72484588623,,,4,9877
8800,48.0,"Dự án The Beverly - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội",1,18,2400000000.0,1.0,1.0,3,20.99480628967285,105.94648742675781,,,1,577
8801,118.0,"Dự án Vinhomes Golden River Ba Son, Phố Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh",79,760,18100000000.0,3.0,2.0,1,10.784106254577637,106.70365142822266,8,5,1,26740
8802,78.5,"Dự án Vinhomes Golden River Ba Son, Phố Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh",79,760,9500000000.0,2.0,2.0,3,10.784106254577637,106.70365142822266,8,5,4,26740
8803,90.0,"Dự án Vinhomes Golden River Ba Son, Phố Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh",79,760,13500000000.0,2.0,2.0,2,10.784106254577637,106.70365142822266,,,1,26740
8804,172.0,"Dự án Sadora Sala, Đường Mai Chí Thọ, Phường An Lợi Đông, Quận 2, Hồ Chí Minh",79,769,20000000000.0,,,2,10.770589828491211,106.71483612060547,,,,27115
8805,250.0,"Dự án Lumiere Boulevard, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh",79,763,19000000000.0,6.0,5.0,,10.836875915527344,106.84032440185547,7,6,1,26830
8806,98.0,"Dự án Sunwah Pearl, 90 Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",79,765,11200000000.0,2.0,2.0,2,10.789627075195312,106.71766662597656,7,6,4,26956
8807,30.0,"Dự án Vinhomes Star City, Đường Lê Lợi, Phường Đông Hải, Thanh Hóa, Thanh Hóa",38,380,1500000000.0,1.0,1.0,2,19.80585479736328,105.79133605957031,7,6,1,14797
8808,72.0,"Dự án The Golden An Khánh 32T, Xã An Khánh, Hoài Đức, Hà Nội",1,274,,2.0,2.0,2,21.004850387573242,105.72810363769531,,,,9877
8809,77.0,"Dự án Kim Văn Kim Lũ, Đường Nghiêm Xuân Yêm, Phường Đại Kim, Hoàng Mai, Hà Nội",1,8,3700000000.0,3.0,2.0,2,20.973291397094727,105.82000732421875,7,6,1,316
8810,69.0,"Dự án SHP Plaza, Phố Lạch Tray, Phường Lạch Tray, Ngô Quyền, Hải Phòng",31,304,2550000000.0,2.0,2.0,,20.8415260314941,106.692413330078,,,,11362
8811,77.4,"Dự án Endless Skyline West Lake, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội",1,3,6850000000.0,2.0,2.0,3,21.0850811004639,105.817024230957,6,6,4,91
8812,115.0,"Dự án An Gia Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",79,778,4500000000.0,3.0,2.0,2,10.712963104248,106.743263244629,2,1,1,27484
8813,61.0,"Dự án Midori Park The Glory, Phường Hòa Phú, Thủ Dầu Một, Bình Dương",74,718,,2.0,2.0,3,11.072288513183594,106.67963409423828,,,4,25760
8814,112.0,"Dự án An Gia Skyline, Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Hồ Chí Minh",79,778,4600000000.0,3.0,2.0,3,10.7143297195435,106.741432189941,4,6,1,27484
8815,52.3,"Dự án KĐT Xa La, Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội",1,268,2029999999.9999998,2.0,1.0,2,20.962467193603516,105.79236602783203,7,6,1,9553
8816,60.0,"Dự án Golden City Tây Ninh, Đường Hồ Văn Lâm, Phường 2, Tây Ninh, Tây Ninh",72,703,1100000000.0,2.0,2.0,3,11.310083389282227,106.09133911132812,,,1,25468
8817,65.0,"Ngõ 199, Phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",1,5,2550000000.0,2.0,1.0,2,21.0359630084976,105.785862056445,3,5,1,167
8818,142.0,"Dự án Làng Việt Kiều Châu Âu Euroland, Phường Mỗ Lao, Hà Đông, Hà Nội",1,268,6000000000.0,3.0,2.0,2,20.9834575653076,105.78564453125,5,8,1,9541
8819,61.0,"Dự án Golden City Tây Ninh, Đường Hồ Văn Lâm, Phường 2, Tây Ninh, Tây Ninh",72,703,1100000000.0,2.0,2.0,2,11.310083389282227,106.09133911132812,2,5,1,25468
8820,60.0,"Dự án Thanh Bình Residence, Đường Nguyễn Du, Phường Bình Hòa, Thuận An, Bình Dương",74,725,1300000000.0,2.0,2.0,3,21.0267581939697,105.841194152832,,,1,25987
8821,79.0,"Dự án Mandarin Garden 2, Đường Trương Định, Phường Tân Mai, Hoàng Mai, Hà Nội",1,8,,2.0,2.0,2,20.9838600158691,105.846603393555,,,1,319
8822,69.0,"Dự án An Gia Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",79,778,3100000000.0,2.0,2.0,2,10.712963104248,106.743263244629,,1,1,27484
8823,70.0,"Dự án Helios Tower 75 Tam Trinh, Đường Tam Trinh, Phường Mai Động, Hoàng Mai, Hà Nội",1,8,3700000000.0,2.0,2.0,2,20.994585037231445,105.86339569091797,,,1,310
8824,108.0,"Dự án Zenity, Đường Võ Văn Kiệt, Phường Cầu Kho, Quận 1, Hồ Chí Minh",79,760,12500000000.0,3.0,2.0,2,10.7553577423096,106.687522888184,,8,4,26761
8825,99.0,"Green Park Trần Thủ Độ, số 1, Đường Trần Thủ Độ, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",1,8,,3.0,2.0,3,20.9587688446045,105.846313476563,,,4,337
8826,100.0,"Dự án Jamila Khang Điền, Đường Song Hành, Phường Phú Hữu, Quận 9, Hồ Chí Minh",79,763,4600000000.0,3.0,2.0,,10.8009119033813,106.741912841797,,,1,26866
8827,75.0,"Eco Lake View, Số 32, Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội",1,8,3800000000.0,2.0,2.0,2,20.9730930328369,105.838371276855,,,1,316
8828,138.0,"Dự án The Wisteria, Đường 32, Xã Di Trạch, Hoài Đức, Hà Nội",1,274,6100000000.0,4.0,3.0,3,21.0751037597656,105.698188781738,7,6,4,9844
8829,185.0,"Dự án Eco Dream, Đường Nguyễn Xiển, Xã Tân Triều, Thanh Trì, Hà Nội",1,20,7200000000.0,3.0,2.0,0,20.983062744140625,105.80908203125,,,1,643
8830,75.0,"Dự án Chung cư CT2 VCN Phước Long, Thành phố Nha Trang, Khánh Hòa",56,568,1890000000.0,2.0,2.0,,12.212983,109.183365,,,4,
8831,82.0,"Green Park Trần Thủ Độ, Số 1, Đường Trần Thủ Độ, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",1,8,,2.0,2.0,2,20.958769,105.84631,,,1,337
8832,95.0,"Dự án Chung cư Mỹ Đức, Đường Xô Viết Nghệ Tĩnh, Phường 21, Bình Thạnh, Hồ Chí Minh",79,765,3580000000.0,2.0,2.0,2,10.7984018325806,106.712905883789,8,5,1,26953
8833,73.0,"Dự án Vinhomes Skylake, Đường Phạm Hùng, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",1,19,6200000000.0,2.0,2.0,2,21.02016830444336,105.78075408935547,,,1,625
8834,70.0,"Dự án Vinhomes Sky Park, Đường Ngô Gia Tự, Phường Trần Phú, Bắc Giang, Bắc Giang.",24,213,,2.0,2.0,1,21.2763710021973,106.192443847656,6,7,1,7213
8835,182.0,"Dự án Dolphin Plaza, Phố Trần Bình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",1,19,9300000000.0,4.0,3.0,2,21.030044555664062,105.77662658691406,7,8,1,626
8836,77.0,"Dự án Lumiere EverGreen Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",1,19,,2.0,2.0,2,21.006216049194336,105.7364730834961,,,4,628
8837,57.0,"Dự án Bcons City, Đường Thống Nhất, Phường Đông Hòa, Dĩ An, Bình Dương",74,724,,2.0,2.0,,10.891335487365723,106.8016586303711,,,,25957
8838,75.0,"IDICO Tân Phú, 262, Đường Lũy Bán Bích, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh",79,767,2450000000.0,2.0,2.0,,10.772834777832,106.63404083252,,,,27034
8839,47.0,"Dự án Vinhomes Sky Park, Đường Ngô Gia Tự, Phường Trần Phú, Bắc Giang, Bắc Giang.",24,213,,1.0,1.0,,21.2763710021973,106.192443847656,7,6,1,7213
8840,70.0,"Dự án Vinhomes Sky Park, Đường Ngô Gia Tự, Phường Trần Phú, Bắc Giang, Bắc Giang",24,213,,2.0,2.0,2,21.2763710021973,106.192443847656,6,5,1,7213
8841,100.0,"Dự án KĐT Xa La, Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội",1,268,3350000000.0,3.0,2.0,2,20.962467193603516,105.79236602783203,7,6,1,9553
8842,245.5,"CT2A Nghĩa Đô, 106, Đường Hoàng Quốc Việt, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",1,21,14500000000.0,5.0,3.0,,21.0511646270752,105.79280090332,,,1,616
8843,68.0,"Chung cư Nguyễn Ngọc Phương, 66, Đường Nguyễn Ngọc Phương, Phường 19, Bình Thạnh, Hồ Chí Minh",79,765,3500000000.0,2.0,2.0,,10.789198,106.70844,,,,26959
8844,53.3,"Dự án The Pavilion - Vinhomes Ocean Park, Đường Lý Thánh Tông, Xã Dương Xá, Gia Lâm, Hà Nội",1,18,2900000000.0,2.0,2.0,2,21.00826644897461,105.95277404785156,5,8,4,571
8845,106.0,"Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",79,765,10000000000.0,3.0,2.0,2,10.7949285507202,106.720741271973,,,1,26956
8846,88.0,"Dự án Garden Gate, Đường Hoàng Minh Giám, Phường 9, Phú Nhuận, Hồ Chí Minh",79,768,5500000000.0,3.0,2.0,,10.8095111846924,106.674438476563,,,,27049
8847,54.0,"Dự án KĐT Xa La, Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội",1,268,,2.0,1.0,2,20.962467193603516,105.79236602783203,7,6,1,9553
8848,50.0,"Dự án Bcons Suối Tiên, Đường Tân Lập, Phường Đông Hòa, Dĩ An, Bình Dương",74,724,2750000000.0,2.0,2.0,0,10.8906831741333,106.78463745117188,,,1,25957
8849,50.0,"Asiana Capella, 184, Đường Trần Văn Kiểu, Phường 10, Quận 6, Hồ Chí Minh",79,775,2300000000.0,1.0,1.0,3,10.739684,106.62809,,,4,27385
